epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.18320295214653015,0.14283275604248047,0.8698241780284792,0.967000542089376,0.8933178682877747,0.9769208421650996
2,0.18731269240379333,0.21859899163246155,0.889668508950219,0.9773331856533483,0.899342589671159,0.9784881675273509
3,0.9410660266876221,0.13570347428321838,0.8962964902807099,0.9796182091446698,0.8962769185793952,0.979025471384599
4,0.09624557197093964,0.06522347033023834,0.8991451578462609,0.9812605273178905,0.9070978286742803,0.982464777393355
5,0.11379712074995041,0.07054170966148376,0.900377971970432,0.9827400742196292,0.9043887728785943,0.9818562130247804
6,0.05197153985500336,0.11482097208499908,0.9055496738030268,0.9837412449481243,0.9081877355269972,0.9823978739675798
7,0.1056429073214531,0.24110819399356842,0.9058324772411259,0.9845322261669313,0.9042969604718574,0.9811305601291503
8,0.13119569420814514,0.08849848806858063,0.9086748132740875,0.9862111485307996,0.9033820411428254,0.9822009082557859
9,0.05794434994459152,0.04272046312689781,0.9117112635757714,0.9870680182349699,0.9024148616095872,0.9831849016443628
10,0.04115931689739227,0.14955298602581024,0.9128583810819839,0.987908884798038,0.908061282072551,0.984514829715497
11,0.08111166954040527,0.06758464127779007,0.917280342753421,0.9889542486985181,0.8984331766429915,0.9827777098618713
12,0.02422969415783882,0.0414443165063858,0.9190198947866587,0.9895844677551874,0.9074377388017391,0.9835387842083201
13,0.04687054082751274,0.30486977100372314,0.9238026382834069,0.9909972816095838,0.910375658317003,0.9835686983732446
14,0.04331456497311592,0.128967747092247,0.9242405068399,0.991390279672471,0.9062660776559873,0.9832213169850283
15,0.09180818498134613,0.41572603583335876,0.9277133929148099,0.992148353142122,0.9102073876710743,0.9829098691947168
16,0.05246768146753311,0.16460642218589783,0.9311503033886555,0.9929829534452879,0.9108800440133541,0.9845781750946223
17,0.08908664435148239,0.0830787718296051,0.9345122716108558,0.9936801693760884,0.9079238413705542,0.9835527007822021
18,0.06226460635662079,0.15345197916030884,0.9338371082458352,0.9936828294844661,0.9087642933121581,0.9811425553278389
19,0.05675794184207916,0.49528124928474426,0.9364080847677828,0.9942122914367411,0.9061752967477046,0.9833008012548468
