epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.11401088535785675,0.09468340873718262,0.8669233808814691,0.9667242600142435,0.8820169380224291,0.9688872082735945
2,0.07291999459266663,0.06524918228387833,0.8896131390651885,0.9766438542073816,0.9006607633964302,0.9795258162666227
3,0.06536596268415451,0.08551084995269775,0.8946606722223348,0.9791429786903902,0.9035154111445803,0.978359853585828
4,0.07979235798120499,0.09116940200328827,0.8992502312495678,0.9812041060339234,0.9060004540837924,0.9808574021264925
5,0.04015340656042099,0.09416656196117401,0.9018083407765696,0.9829651661265078,0.9048552294443588,0.9811790331053999
6,0.09937449544668198,0.2905489206314087,0.9040232645190264,0.984018983286027,0.8997575447167624,0.9815454781971575
7,0.08568514883518219,0.20589309930801392,0.9059477423901183,0.9848895917636622,0.8984826387668107,0.981212310254162
8,0.12117607891559601,0.05878957360982895,0.9083846597441767,0.9856456480628399,0.8992366887013122,0.980878582728293
9,0.04463210701942444,0.11770990490913391,0.9120853646091532,0.9870642461909235,0.9065811049879698,0.9827046214474532
10,0.1282842755317688,0.06825368106365204,0.9130009398361234,0.9874332812729887,0.9085029500011056,0.9835801893884994
11,0.05115780979394913,0.06283780932426453,0.9168054946841367,0.9888531630768841,0.8881335035563308,0.9804079947987597
12,0.04628780484199524,0.10569919645786285,0.9203562256439025,0.9897880287585327,0.9056977245210306,0.9831497923617092
13,0.07456405460834503,0.06719036400318146,0.92186245235647,0.990501897130899,0.9068168326192021,0.9832549311239387
14,0.059519097208976746,0.30660098791122437,0.9244199252861494,0.9912775993620977,0.9036788577772737,0.982691096973144
15,0.07459745556116104,0.10730813443660736,0.9278471133518779,0.9920248277295758,0.9102354727432392,0.9842355595800913
16,0.09089105576276779,0.08273665606975555,0.9292645235069836,0.9925921353803732,0.8840114667938165,0.9760736762746676
17,0.057530682533979416,0.23450034856796265,0.932808723352246,0.9933278305719869,0.8934836814460879,0.9809082998930752
18,0.06665761768817902,0.04707051068544388,0.9342202784118538,0.9937711127544422,0.9057333527984927,0.9827770759336962
19,0.07399198412895203,0.07357487082481384,0.936489782087618,0.9942342680593099,0.9115354954709574,0.983340685958231
20,0.07821901142597198,0.048271700739860535,0.9391528649865285,0.9948198571863309,0.8976481069486124,0.9811492243888785
21,0.03725450485944748,0.1347460299730301,0.9406903386634419,0.9949829524021185,0.9122035833756285,0.9821880213040419
22,0.05652744323015213,0.13740088045597076,0.9429126968781868,0.9955210281224054,0.9135529154417872,0.9835871975575599
23,0.043381623923778534,0.11714721471071243,0.9456015667363838,0.995981527199323,0.9109367581989797,0.9817835830598265
24,0.04776174575090408,0.052052006125450134,0.9455609283387545,0.9960828995260157,0.9115259399932836,0.9815241217664152
25,0.027689039707183838,0.10102923959493637,0.949484629992395,0.9965784147674236,0.9100679534723368,0.9834043636932617
26,0.06412412226200104,0.30322930216789246,0.9511650078352527,0.9967811500846501,0.9121871779721342,0.9820197975133851
27,0.07642112672328949,0.06641136109828949,0.9502135854071357,0.9966783505523714,0.9092484142037479,0.9813701204718245
28,0.032144512981176376,0.05962315574288368,0.953682505797501,0.9972131196697123,0.9096834876275518,0.9811422978656503
29,0.047264158725738525,0.10858727246522903,0.9536552684013484,0.997192128460704,0.9126827466661669,0.981580131409924
30,0.05168481543660164,0.08427645266056061,0.9559360606033078,0.997477914486089,0.9119109247215467,0.9819008171194112
31,0.04939267039299011,0.08066555857658386,0.958176946873523,0.9977351358535052,0.9020658941758466,0.9795934842488223
32,0.0290285162627697,0.0877150222659111,0.9556564777810134,0.9974255421754826,0.9109696737212654,0.9822171489186166
33,0.0232354998588562,0.05825739726424217,0.9606243349338116,0.9980138305736618,0.9122994721439194,0.9807046149208964
34,0.024889228865504265,0.03964689373970032,0.961670931237765,0.9981009507334695,0.9121329529382272,0.982140159195947
35,0.027043595910072327,0.12620194256305695,0.9617585714726752,0.998100881641164,0.9130222246610599,0.9812742253576111
36,0.03709171712398529,0.09482187032699585,0.962212543629811,0.9981494772652344,0.9076130461586593,0.9802970137421406
37,0.054712966084480286,0.09422551095485687,0.9647409976420034,0.9983849278052855,0.9104347019517482,0.9812626931970109
38,0.03913141041994095,0.042376261204481125,0.9652772692525692,0.9984136161841826,0.9125707532337309,0.9814874008293456
39,0.025128435343503952,0.024281810969114304,0.965610859099901,0.9984482839419278,0.9105897873692134,0.9813605216191781
40,0.02937953732907772,0.09223869442939758,0.9678639499667901,0.9986161810539279,0.9106614044615264,0.9807716437890062
41,0.020185409113764763,0.1269139051437378,0.9681026870501762,0.99863617214562,0.9137652027387768,0.981244271699287
42,0.025965377688407898,0.2122575342655182,0.9685970537723655,0.9986333613146489,0.9117796658981581,0.9813296453519845
43,0.026734869927167892,0.102897047996521,0.9701786074631411,0.9987676882365552,0.9084816144868154,0.9786268599168394
44,0.014158242382109165,0.09551336616277695,0.9711838108461031,0.9988353637490671,0.9090109457746016,0.9807264442845665
45,0.036471858620643616,0.07357893139123917,0.9717259228910677,0.9988811035222699,0.9075619237669024,0.9785072174216579
46,0.03291156142950058,0.06375303864479065,0.9718641043126467,0.9988750494652604,0.9105329092989531,0.9805023689353515
47,0.03271176666021347,0.09948864579200745,0.9741974695324154,0.9990205897138682,0.912074311715977,0.9790575192350666
48,0.025346793234348297,0.1297062635421753,0.973746611013799,0.9989948487757626,0.9101511663323039,0.9790367319102021
49,0.01230449229478836,0.672778844833374,0.9736422481165916,0.9989788741226009,0.9124577504829702,0.979952353049643
50,0.02975006401538849,0.0826578438282013,0.9759790336272369,0.9991065145343675,0.9125644837756479,0.9801409453397479
51,0.041433185338974,0.14530211687088013,0.9764992197511408,0.999138482411064,0.9112039508396872,0.9785079992421243
52,0.022150935605168343,0.11399182677268982,0.9758470438369846,0.9990924039383559,0.9135039114552211,0.9805140144911433
53,0.017076317220926285,0.09022073447704315,0.9778997248328822,0.99919640192029,0.9130448865831171,0.9811857327330444
54,0.034584566950798035,0.08069568872451782,0.9788081266948112,0.9992377568114019,0.9122419193157154,0.9805950130888208
55,0.029828045517206192,0.12166979908943176,0.9763155195350469,0.9991209118700726,0.9123212364221895,0.9804945303273571
56,0.020919714123010635,0.4618874192237854,0.9790082663484647,0.9992415203459312,0.9121208774455031,0.9810074856348858
57,0.01605359837412834,0.14404311776161194,0.9783245535227791,0.9991872658785936,0.91337153340745,0.9799666674142106
58,0.012988072820007801,0.08311042934656143,0.9806934434088407,0.9993106588765098,0.9131866679169934,0.9790607067845191
59,0.023646056652069092,0.11879053711891174,0.9789975414361649,0.9991341444639124,0.905880953709079,0.9781572169221384
60,0.023221183568239212,0.2308252453804016,0.9803617642354222,0.9992905369428448,0.9105410853032394,0.9786422652018082
61,0.015215306542813778,0.1039060652256012,0.980292219225822,0.9992870868358514,0.9112130957022968,0.9798590017038953
62,0.022106382995843887,0.06277237832546234,0.9826487347932122,0.9993846836221099,0.9106532056541168,0.9776367261147441
