epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.12424933910369873,0.06386268138885498,0.8377201209644419,0.9615079352522333,0.8756907479860842,0.9731337608052107
2,0.24919870495796204,0.17983770370483398,0.8709899365692977,0.9743838299213082,0.8748486366643463,0.9753362479475666
3,0.2125016152858734,0.05845971778035164,0.8800801361072167,0.9773960837983786,0.8839917319340009,0.9780688208794851
4,0.05287417396903038,0.1306653767824173,0.8877233037662756,0.9807162868305521,0.8665414469654298,0.9729247099658054
5,0.25596874952316284,0.09002170711755753,0.893202616244692,0.9823882452090876,0.8907316594147615,0.97988925469159
6,0.07546490430831909,0.11270468682050705,0.9003206011117557,0.984429498399325,0.8845584417779814,0.9771301234971892
7,0.16082283854484558,0.09107523411512375,0.9051980635777649,0.986500675517855,0.8924018881644977,0.9804576374509214
8,0.0918017327785492,0.17808857560157776,0.908882380035393,0.9877669132473007,0.890329603650673,0.9801517993470618
9,0.12425436079502106,0.2396145761013031,0.9159249097590575,0.9895670171361873,0.8876116067666564,0.979807964165536
10,0.10557836294174194,0.05529651790857315,0.9183711388345834,0.9903840833228567,0.8970906830140976,0.9805351236053644
11,0.0397757813334465,0.056224703788757324,0.9237582667729554,0.9914809465512299,0.8998881347001199,0.9805894997017339
12,0.12689970433712006,0.09466666728258133,0.9244052027311805,0.9917902595656661,0.8854736234823897,0.9781185607077953
13,0.07184791564941406,0.5826805233955383,0.9283411986266412,0.9926448114494291,0.9000540675238987,0.9810859455034623
14,0.15940316021442413,0.08367522060871124,0.933738407330239,0.993848230673833,0.8861866804220532,0.9789042846262113
15,0.04604940116405487,0.19245707988739014,0.9337058609181812,0.9938930157178992,0.8905841113128311,0.9796761579384629
16,0.07946689426898956,0.05556510388851166,0.9337255156403497,0.9938491616254665,0.8942260633462168,0.9809184291424884
17,0.051397401839494705,0.508031964302063,0.9394403567284269,0.994994353714681,0.9008215002757756,0.9807896997500781
18,0.0846390426158905,0.15051212906837463,0.9399500777224619,0.995134187130148,0.8935114800413317,0.980270071213374
19,0.046074531972408295,0.03393226116895676,0.9451094960565462,0.9959082749359631,0.8983081388791154,0.97821007712886
20,0.08223255723714828,0.06356719136238098,0.9449488892874204,0.9959611189513139,0.8998342421162756,0.9799528288479578
