epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.219271719455719,0.2794524133205414,0.8549992389757904,0.9618206796388824,0.8867265177448695,0.9716975796859415
2,0.09504077583551407,0.08294677734375,0.8772608245403887,0.9708672098564674,0.8826786613369225,0.9720758144059626
3,0.16914117336273193,0.14581486582756042,0.8819513525523609,0.9740140511891293,0.8758945355481516,0.9717962613725059
4,0.084251768887043,0.17381194233894348,0.8851180014118782,0.9754093244892169,0.8889321435225235,0.9742109631183907
5,0.12228900194168091,0.09028483927249908,0.8876787624144455,0.977509126798706,0.891347614837514,0.9762100666466376
6,0.15998178720474243,0.13361184298992157,0.8892928518432041,0.9790409614365605,0.8941233446129762,0.9748206892588912
7,0.07196515798568726,0.09108127653598785,0.8899383890512659,0.9803820918655655,0.8866008333465574,0.9758073415822454
8,0.07789386808872223,0.09292209148406982,0.8942982546102277,0.9819281138734082,0.8836418989582183,0.9750739658530159
9,0.05472412705421448,0.11375149339437485,0.8963785883591794,0.9829832264889192,0.8878629008193405,0.9766278593152712
10,0.15552832186222076,0.046879302710294724,0.9004655290895424,0.9846461404007931,0.890798055754595,0.9765268194969337
11,0.0899796187877655,0.17203976213932037,0.9040119349857665,0.9859553058331757,0.88077201440728,0.9749011120849462
12,0.06292232125997543,0.07478153705596924,0.9072445538249959,0.9870744854367127,0.8796486403603846,0.972997158161817
13,0.09177266061306,0.1012977585196495,0.9104154009052419,0.9882685553932777,0.8724269332877519,0.9736550758795481
14,0.1767788529396057,0.12565186619758606,0.9159892466007841,0.9896989174771444,0.8853285999554718,0.9760754602533632
15,0.06978613883256912,1.470289945602417,0.9179284077448889,0.990476483804419,0.8901103695562359,0.9758839754718527
16,0.04877377301454544,0.06729519367218018,0.9217917693038832,0.9915466981011807,0.8881375283524978,0.9747514702922349
17,0.08318866789340973,0.9685369729995728,0.9229103945465271,0.9919456113720676,0.8884959282679676,0.974871704574758
